ticker,name,category,leverage,close,advol20,advol60,liq_ratio,contraction,vdu,ext,ret63,rs,near_high,natr50,adr20,week_perf,rs_pct,tier,score
228790.KS,TIGER 화장품,기타,1.0,4325.0,396.0135102025,291.1160536141667,1.360328656857104,0.8597790928016079,1.0296972987261495,-1.269822264570385,0.28912071535022354,0.5482194779038633,0.8455522971652004,4.093610461799803,4.074077514837304,0.8158508158508049,100.0,C,82.4
091170.KS,KODEX 은행,금융,1.0,16625.0,155.61453178,255.87102983583333,0.6081756573999103,0.8871893932743544,0.5856604296588643,0.24572440571695106,0.08553705517466526,0.344635817728305,0.9379407616361072,3.274360925861044,2.7196145426545915,-1.0122060136945499,50.0,C,62.5
