ticker,name,category,leverage,inverse,yahoo_ok,krx_advol_억
130680.KS,TIGER 원유선물Enhanced(H),원자재/에너지,1.0,False,True,1.3
130730.KS,KIWOOM 단기자금,기타,1.0,False,True,0.5
131890.KS,ACE 삼성그룹동일가중,기타,1.0,False,True,0.4
132030.KS,KODEX 골드선물(H),귀금속,1.0,False,True,20.1
133690.KS,TIGER 미국나스닥100,AI/테크,1.0,False,True,7022.8
136340.KS,RISE 중기우량회사채,채권/금리,1.0,False,True,2.1
137610.KS,TIGER 농산물선물Enhanced(H),원자재/에너지,1.0,False,True,0.6
138230.KS,KIWOOM 미국달러선물,지수/광범위,1.0,False,True,0.4
138520.KS,TIGER 삼성그룹,기타,1.0,False,True,9.2
138530.KS,TIGER LG그룹플러스,기타,1.0,False,True,27.6
138540.KS,TIGER 현대차그룹플러스,기타,1.0,False,True,336.7
138910.KS,KODEX 구리선물(H),원자재/에너지,1.0,False,True,5.0
138920.KS,KODEX 콩선물(H),지수/광범위,1.0,False,True,0.0
139220.KS,TIGER 200 건설,기타,1.0,False,True,33.5
139230.KS,TIGER 200 중공업,기타,1.0,False,True,25.6
139240.KS,TIGER 200 철강소재,원자재/에너지,1.0,False,True,3.7
139250.KS,TIGER 200 에너지화학,원자재/에너지,1.0,False,True,5.3
139260.KS,TIGER 200 IT,기타,1.0,False,True,754.8
139270.KS,TIGER 200 금융,금융,1.0,False,True,1.9
139280.KS,TIGER 경기방어,기타,1.0,False,True,4.4
139290.KS,TIGER 200 경기소비재,기타,1.0,False,True,4.6
139320.KS,TIGER 금은선물(H),귀금속,1.0,False,True,2.4
139660.KS,KIWOOM 미국달러선물인버스,지수/광범위,1.0,True,True,0.0
140570.KS,RISE 수출주,기타,1.0,False,True,0.0
140580.KS,RISE 우량업종대표주,기타,1.0,False,True,0.0
140700.KS,KODEX 보험,금융,1.0,False,True,22.3
140710.KS,KODEX 운송,기타,1.0,False,True,1.4
140950.KS,파워 코스피100,지수/광범위,1.0,False,True,2.6
143850.KS,TIGER 미국S&P500선물(H),지수/광범위,1.0,False,True,1.4
143860.KS,TIGER 헬스케어,바이오/헬스,1.0,False,True,13.3
144600.KS,KODEX 은선물(H),귀금속,1.0,False,True,58.3
145670.KS,ACE 인버스,지수/광범위,1.0,True,True,1.9
145850.KS,TREX 펀더멘탈 200,기타,1.0,False,True,0.3
147970.KS,TIGER 모멘텀,기타,1.0,False,True,9.4
148020.KS,RISE 200,기타,1.0,False,True,1359.5
148070.KS,KIWOOM 국고채10년,기타,1.0,False,True,43.5
150460.KS,TIGER 중국소비테마,국가/신흥,1.0,False,True,1.8
152100.KS,PLUS 200,기타,1.0,False,True,587.0
152380.KS,KODEX 국채선물10년,채권/금리,1.0,False,True,0.3
152500.KS,ACE 레버리지,지수/광범위,2.0,False,True,24.1
152870.KS,파워 200,기타,1.0,False,True,4.5
153130.KS,KODEX 단기채권,채권/금리,1.0,False,True,26.5
153270.KS,KIWOOM 코스피100,지수/광범위,1.0,False,True,4.2
156080.KS,KODEX MSCI Korea,지수/광범위,1.0,False,True,0.5
157450.KS,TIGER 단기통안채,기타,1.0,False,True,14.2
157490.KS,TIGER 소프트웨어,AI/테크,1.0,False,True,14.5
157500.KS,TIGER 증권,금융,1.0,False,True,79.9
159800.KS,마이티 코스피100,지수/광범위,1.0,False,True,0.7
160580.KS,TIGER 구리실물,원자재/에너지,1.0,False,True,11.6
161510.KS,PLUS 고배당주,기타,1.0,False,True,223.1
166400.KS,TIGER 200커버드콜OTM,기타,1.0,False,True,0.5
167860.KS,KIWOOM 국고채10년레버리지,지수/광범위,2.0,False,True,0.0
168580.KS,ACE 중국본토CSI300,국가/신흥,1.0,False,True,0.4
169950.KS,KODEX 차이나A50,기타,1.0,False,True,0.2
174350.KS,TIGER 로우볼,기타,1.0,False,True,4.1
174360.KS,RISE 중국본토대형주CSI100,국가/신흥,1.0,False,True,1.3
176950.KS,KODEX 국채선물10년인버스,채권/금리,1.0,True,True,1.0
181480.KS,ACE 미국부동산리츠(합성 H),부동산/리츠,1.0,False,True,0.1
182480.KS,TIGER 미국MSCI리츠(합성 H),부동산/리츠,1.0,False,True,1.1
182490.KS,TIGER 단기선진하이일드(합성 H),국가/신흥,1.0,False,True,0.1
183700.KS,RISE 200채권혼합50,채권/금리,1.0,False,True,2.9
183710.KS,RISE 주식혼합,기타,1.0,False,True,0.3
185680.KS,KODEX 미국S&P바이오(합성),바이오/헬스,1.0,False,True,0.7
189400.KS,PLUS 글로벌MSCI(합성 H),지수/광범위,1.0,False,True,0.0
190620.KS,ACE 단기통안채,기타,1.0,False,True,1.3
192090.KS,TIGER 차이나CSI300,기타,1.0,False,True,6.5
192720.KS,파워 고배당저변동성,기타,1.0,False,True,0.9
195920.KS,TIGER 일본TOPIX(합성 H),국가/신흥,1.0,False,True,0.1
195930.KS,TIGER 유로스탁스50(합성 H),국가/신흥,1.0,False,True,1.3
195970.KS,PLUS 선진국MSCI(합성 H),국가/신흥,1.0,False,True,0.5
195980.KS,PLUS 신흥국MSCI(합성 H),국가/신흥,1.0,False,True,0.9
196030.KS,ACE 일본TOPIX레버리지(H),국가/신흥,2.0,False,True,0.2
196230.KS,RISE 단기통안채,기타,1.0,False,True,3.2
200030.KS,KODEX 미국S&P500산업재(합성),지수/광범위,1.0,False,True,0.8
200250.KS,KIWOOM 인도Nifty50(합성),국가/신흥,1.0,False,True,1.0
203780.KS,TIGER 미국나스닥바이오,바이오/헬스,1.0,False,True,6.2
204450.KS,KODEX 차이나H레버리지(H),지수/광범위,2.0,False,True,1.1
204480.KS,TIGER 차이나CSI300레버리지(합성),지수/광범위,2.0,False,True,2.4
205720.KS,ACE 일본TOPIX인버스(합성 H),국가/신흥,1.0,True,True,0.0
210780.KS,TIGER 코스피고배당,지수/광범위,1.0,False,True,6.8
211560.KS,TIGER 배당성장,기타,1.0,False,True,5.4
211900.KS,KODEX 코리아배당성장,기타,1.0,False,True,2.9
213610.KS,KODEX 삼성그룹밸류,기타,1.0,False,True,5.7
213630.KS,PLUS 미국다우존스고배당주(합성 H),기타,1.0,False,True,1.9
214980.KS,KODEX 단기채권PLUS,채권/금리,1.0,False,True,24.0
215620.KS,HK S&P코리아로우볼,기타,1.0,False,True,0.0
217770.KS,TIGER 원유선물인버스(H),원자재/에너지,1.0,True,True,6.3
217780.KS,TIGER 차이나CSI300인버스(합성),지수/광범위,1.0,True,True,0.0
218420.KS,KODEX 미국S&P500에너지(합성),원자재/에너지,1.0,False,True,7.6
219390.KS,RISE 미국S&P원유생산기업(합성 H),원자재/에너지,1.0,False,True,1.7
219480.KS,KODEX 미국S&P500선물(H),지수/광범위,1.0,False,True,6.4
219900.KS,ACE 중국본토CSI300레버리지(합성),국가/신흥,2.0,False,True,0.1
220130.KS,SOL 차이나강소기업CSI500(합성 H),기타,1.0,False,True,0.1
223190.KS,KODEX 200가치저변동,기타,1.0,False,True,0.1
225030.KS,TIGER 미국S&P500선물인버스(H),지수/광범위,1.0,True,True,0.4
225040.KS,TIGER 미국S&P500레버리지(합성 H),지수/광범위,2.0,False,True,6.7
225050.KS,TIGER 유로스탁스레버리지(합성 H),국가/신흥,2.0,False,True,0.7
225060.KS,TIGER 이머징마켓MSCI레버리지(합성 H),지수/광범위,2.0,False,True,0.2
225130.KS,ACE 골드선물 레버리지(합성 H),귀금속,2.0,False,True,3.0
225800.KS,KIWOOM 미국달러선물레버리지,지수/광범위,2.0,False,True,0.1
226380.KS,ACE Fn성장소비주도주,기타,1.0,False,True,0.4
226490.KS,KODEX 코스피,지수/광범위,1.0,False,True,919.3
226980.KS,KODEX 200 중소형,기타,1.0,False,True,3.9
227540.KS,TIGER 200 헬스케어,바이오/헬스,1.0,False,True,9.2
227550.KS,TIGER 200 산업재,기타,1.0,False,True,5.0
227560.KS,TIGER 200 생활소비재,기타,1.0,False,True,3.5
227570.KS,TIGER 우량가치,기타,1.0,False,True,3.6
227830.KS,PLUS 코스피,지수/광범위,1.0,False,True,0.2
228790.KS,TIGER 화장품,기타,1.0,False,True,247.8
228800.KS,TIGER 여행레저,기타,1.0,False,True,7.1
228810.KS,TIGER 미디어컨텐츠,기타,1.0,False,True,11.4
228820.KS,TIGER KTOP30,기타,1.0,False,True,1.8
229200.KS,KODEX 코스닥150,지수/광범위,1.0,False,True,5144.0
229720.KS,KODEX KTOP30,기타,1.0,False,True,0.7
230480.KS,KIWOOM 미국달러선물인버스2X,지수/광범위,2.0,True,True,0.2
232080.KS,TIGER 코스닥150,지수/광범위,1.0,False,True,478.9
233160.KS,TIGER 코스닥150 레버리지,지수/광범위,2.0,False,True,217.7
233740.KS,KODEX 코스닥150레버리지,지수/광범위,2.0,False,True,9150.3
234310.KS,RISE V&S셀렉트밸류,기타,1.0,False,True,0.0
236350.KS,TIGER 인도니프티50레버리지(합성),국가/신흥,2.0,False,True,0.6
237350.KS,KODEX 코스피100,지수/광범위,1.0,False,True,203.8
237370.KS,KODEX 코리아배당성장채권혼합,채권/금리,1.0,False,True,4.2
237440.KS,TIGER 경기방어채권혼합,채권/금리,1.0,False,True,1.1
238670.KS,PLUS 스마트베타Quality채권혼합,채권/금리,1.0,False,True,1.9
238720.KS,ACE 일본Nikkei225(H),국가/신흥,1.0,False,True,1.7
239660.KS,PLUS 우량회사채50,채권/금리,1.0,False,True,3.1
241180.KS,TIGER 일본니케이225,국가/신흥,1.0,False,True,54.5
241390.KS,RISE V&S셀렉트밸류채권혼합,채권/금리,1.0,False,True,0.8
243880.KS,TIGER 200IT레버리지,지수/광범위,2.0,False,True,1187.2
243890.KS,TIGER 200에너지화학레버리지,원자재/에너지,2.0,False,True,2.3
244580.KS,KODEX 바이오,바이오/헬스,1.0,False,True,35.5
244620.KS,KODEX 모멘텀Plus,기타,1.0,False,True,0.1
244660.KS,KODEX 퀄리티Plus,기타,1.0,False,True,0.0
244670.KS,KODEX 밸류Plus,기타,1.0,False,True,0.2
245340.KS,TIGER 미국다우존스30,기타,1.0,False,True,5.1
245350.KS,TIGER 유로스탁스배당30,국가/신흥,1.0,False,True,0.6
245360.KS,TIGER 차이나HSCEI,기타,1.0,False,True,0.8
245710.KS,ACE 베트남VN30(합성),국가/신흥,1.0,False,True,8.4
248270.KS,TIGER S&P글로벌헬스케어(합성),바이오/헬스,1.0,False,True,1.7
250730.KS,RISE 차이나HSCEI(H),기타,1.0,False,True,0.3
250780.KS,TIGER 코스닥150선물인버스,지수/광범위,1.0,True,True,9.6
251340.KS,KODEX 코스닥150선물인버스,지수/광범위,1.0,True,True,1543.6
251350.KS,KODEX MSCI선진국,국가/신흥,1.0,False,True,8.8
251590.KS,PLUS 고배당저변동50,기타,1.0,False,True,0.7
251600.KS,PLUS 고배당주채권혼합,채권/금리,1.0,False,True,32.4
252000.KS,TIGER 200동일가중,기타,1.0,False,True,1.2
252400.KS,RISE 200선물레버리지,지수/광범위,2.0,False,True,10.6
252410.KS,RISE 200선물인버스,지수/광범위,1.0,True,True,0.3
252420.KS,RISE 200선물인버스2X,지수/광범위,2.0,True,True,1.6
252650.KS,KODEX 200동일가중,기타,1.0,False,True,1.5
252670.KS,KODEX 200선물인버스2X,지수/광범위,2.0,True,True,4971.0
252710.KS,TIGER 200선물인버스2X,지수/광범위,2.0,True,True,72.1
253150.KS,PLUS 200선물레버리지,지수/광범위,2.0,False,True,60.5
253160.KS,PLUS 200선물인버스2X,지수/광범위,2.0,True,True,1.6
253230.KS,KIWOOM 200선물인버스2X,지수/광범위,2.0,True,True,3.0
253240.KS,KIWOOM 200선물인버스,지수/광범위,1.0,True,True,0.6
253250.KS,KIWOOM 200선물레버리지,지수/광범위,2.0,False,True,9.7
253280.KS,RISE 헬스케어,바이오/헬스,1.0,False,True,0.2
253290.KS,RISE 헬스케어채권혼합,바이오/헬스,1.0,False,True,3.3
256440.KS,ACE MSCI인도네시아(합성),국가/신흥,1.0,False,True,1.7
256450.KS,PLUS 심천차이넥스트(합성),기타,1.0,False,True,0.0
256750.KS,KODEX 차이나심천ChiNext(합성),기타,1.0,False,True,1.4
261060.KS,TIGER 코스닥150IT,지수/광범위,1.0,False,True,14.3
261070.KS,TIGER 코스닥150바이오테크,바이오/헬스,1.0,False,True,31.1
261110.KS,TIGER 미국달러선물레버리지,지수/광범위,2.0,False,True,0.2
261120.KS,TIGER 미국달러선물인버스2X,지수/광범위,2.0,True,True,3.0
261140.KS,TIGER 우선주,기타,1.0,False,True,4.8
261220.KS,KODEX WTI원유선물(H),원자재/에너지,1.0,False,True,20.3
261240.KS,KODEX 미국달러선물,지수/광범위,1.0,False,True,13.8
261250.KS,KODEX 미국달러선물레버리지,지수/광범위,2.0,False,True,13.8
261260.KS,KODEX 미국달러선물인버스2X,지수/광범위,2.0,True,True,18.3
261270.KS,KODEX 미국달러선물인버스,지수/광범위,1.0,True,True,2.9
261920.KS,ACE MSCI필리핀(합성),지수/광범위,1.0,False,True,0.0
265690.KS,ACE 러시아MSCI(합성),지수/광범위,1.0,False,True,0.0
266160.KS,RISE 고배당,기타,1.0,False,True,11.4
266360.KS,KODEX K콘텐츠,기타,1.0,False,True,5.3
266370.KS,KODEX IT,기타,1.0,False,True,20.4
266390.KS,KODEX 경기소비재,기타,1.0,False,True,1.9
266410.KS,KODEX 필수소비재,기타,1.0,False,True,1.3
266420.KS,KODEX 헬스케어,바이오/헬스,1.0,False,True,5.2
266550.KS,PLUS 중형주저변동50,기타,1.0,False,True,0.2
267440.KS,RISE 미국장기국채선물(H),채권/금리,1.0,False,True,0.1
267450.KS,RISE 미국장기국채선물인버스(H),채권/금리,1.0,True,True,0.0
267490.KS,RISE 미국장기국채선물레버리지(합성 H),채권/금리,2.0,False,True,0.0
267770.KS,TIGER 200선물레버리지,지수/광범위,2.0,False,True,31.5
269370.KS,TIGER S&P글로벌인프라(합성),기타,1.0,False,True,0.2
269420.KS,KODEX S&P글로벌인프라(합성),기타,1.0,False,True,0.5
269530.KS,PLUS S&P글로벌인프라,기타,1.0,False,True,0.1
269540.KS,PLUS 미국S&P500(H),지수/광범위,1.0,False,True,1.6
270800.KS,RISE KQ고배당,기타,1.0,False,True,0.1
270810.KS,RISE 코스닥150,지수/광범위,1.0,False,True,41.0
271050.KS,KODEX WTI원유선물인버스(H),원자재/에너지,1.0,True,True,23.5
271060.KS,KODEX 3대농산물선물(H),원자재/에너지,1.0,False,True,1.8
272560.KS,RISE 단기국공채액티브,기타,1.0,False,True,3.1
272570.KS,RISE 중장기국공채액티브,기타,1.0,False,True,0.0
272580.KS,TIGER 단기채권액티브,채권/금리,1.0,False,True,11.8
272910.KS,ACE 중장기국공채액티브,기타,1.0,False,True,0.0
273130.KS,KODEX 종합채권(AA-이상)액티브,채권/금리,1.0,False,True,39.6
273140.KS,KODEX 단기변동금리부채권액티브,채권/금리,1.0,False,True,3.2
275280.KS,KODEX 모멘텀주,기타,1.0,False,True,3.7
275290.KS,KODEX 가치주,기타,1.0,False,True,1.0
275300.KS,KODEX 우량주,기타,1.0,False,True,1.9
275750.KS,RISE 코스닥150선물인버스,지수/광범위,1.0,True,True,0.3
275980.KS,TIGER 글로벌4차산업혁신기술(합성 H),기타,1.0,False,True,0.5
276000.KS,TIGER 글로벌자원생산기업(합성 H),기타,1.0,False,True,0.1
276650.KS,RISE 글로벌테크놀로지(합성 H),AI/테크,1.0,False,True,0.3
276970.KS,KODEX 미국S&P500배당귀족커버드콜(합성 H),지수/광범위,1.0,False,True,1.4
276990.KS,KODEX 글로벌로봇(합성),AI/테크,1.0,False,True,0.6
277540.KS,ACE 아시아TOP50,기타,1.0,False,True,0.6
277630.KS,TIGER 코스피,지수/광범위,1.0,False,True,466.1
277640.KS,TIGER 코스피대형주,지수/광범위,1.0,False,True,7.7
277650.KS,TIGER 코스피중형주,지수/광범위,1.0,False,True,0.2
278240.KS,RISE 코스닥150선물레버리지,지수/광범위,2.0,False,True,5.4
278530.KS,KODEX 200TR,기타,1.0,False,True,514.1
278540.KS,KODEX MSCI Korea TR,지수/광범위,1.0,False,True,8.6
278620.KS,PLUS 단기채권액티브,채권/금리,1.0,False,True,1.6
279530.KS,KODEX 고배당주,기타,1.0,False,True,34.9
279540.KS,KODEX 최소변동성,기타,1.0,False,True,0.0
280320.KS,ACE 미국IT인터넷(합성 H),AI/테크,1.0,False,True,0.0
280920.KS,PLUS 주도업종,기타,1.0,False,True,0.1
280930.KS,KODEX 미국러셀2000(H),기타,1.0,False,True,0.9
280940.KS,KODEX 골드선물인버스(H),귀금속,1.0,True,True,0.3
281990.KS,RISE 중소형고배당,기타,1.0,False,True,0.0
282000.KS,RISE 국고채3년선물인버스,지수/광범위,1.0,True,True,0.0
283580.KS,KODEX 차이나CSI300,기타,1.0,False,True,5.2
284430.KS,KODEX 200미국채혼합50,채권/금리,1.0,False,True,98.4
284980.KS,RISE 200금융,금융,1.0,False,True,1.2
285690.KS,FOCUS ESG리더스,기타,1.0,False,True,0.0
287180.KS,PLUS 미국나스닥테크,AI/테크,1.0,False,True,0.8
289040.KS,KODEX MSCI KOREA ESG유니버설,지수/광범위,1.0,False,True,0.2
289250.KS,TIGER MSCI KOREA ESG유니버설,지수/광범위,1.0,False,True,0.6
289260.KS,TIGER MSCI KOREA ESG리더스,지수/광범위,1.0,False,True,0.2
289480.KS,TIGER 200커버드콜,기타,1.0,False,True,3.1
289670.KS,PLUS 국채선물10년,채권/금리,1.0,False,True,0.1
290080.KS,RISE 200고배당커버드콜ATM,기타,1.0,False,True,0.4
290130.KS,RISE ESG사회책임투자,기타,1.0,False,True,47.5
291130.KS,ACE MSCI멕시코(합성),지수/광범위,1.0,False,True,0.1
291620.KS,KIWOOM 코스닥150선물인버스,지수/광범위,1.0,True,True,1.0
291630.KS,KIWOOM 코스닥150선물레버리지,지수/광범위,2.0,False,True,3.9
291680.KS,RISE 차이나H선물인버스(H),지수/광범위,1.0,True,True,0.0
291890.KS,KODEX MSCI EM선물(H),지수/광범위,1.0,False,True,0.0
292050.KS,RISE KRX300,기타,1.0,False,True,0.4
292150.KS,TIGER 코리아TOP10,기타,1.0,False,True,220.3
292160.KS,TIGER KRX300,기타,1.0,False,True,0.4
292190.KS,KODEX KRX300,기타,1.0,False,True,1.2
292500.KS,SOL KRX300,기타,1.0,False,True,0.2
292560.KS,TIGER 일본엔선물,국가/신흥,1.0,False,True,7.3
292770.KS,KODEX 국채선물3년인버스,채권/금리,1.0,True,True,0.0
293180.KS,HANARO 200,기타,1.0,False,True,98.6
294400.KS,KIWOOM 200TR,기타,1.0,False,True,204.6
295000.KS,RISE 국채선물10년,채권/금리,1.0,False,True,0.1
295020.KS,RISE 국채선물10년인버스,채권/금리,1.0,True,True,0.0
295040.KS,SOL 200TR,기타,1.0,False,True,27.3
298340.KS,PLUS 국채선물3년,채권/금리,1.0,False,True,12.7
298770.KS,KODEX 한국대만IT프리미어,국가/신흥,1.0,False,True,27.5
300610.KS,TIGER K게임,기타,1.0,False,True,1.9
300640.KS,RISE 게임테마,기타,1.0,False,True,0.5
300950.KS,KODEX 게임산업,기타,1.0,False,True,3.3
301400.KS,PLUS 코스닥150,지수/광범위,1.0,False,True,1.2
302190.KS,TIGER 중장기국채,채권/금리,1.0,False,True,5.0
302450.KS,RISE 코스피,지수/광범위,1.0,False,True,307.8
304660.KS,KODEX 미국30년국채울트라선물(H),채권/금리,1.0,False,True,3.0
304670.KS,KODEX 미국30년국채울트라선물인버스(H),채권/금리,1.0,True,True,0.1
304760.KS,HANARO KRX300,기타,1.0,False,True,0.1
304770.KS,HANARO 코스닥150,지수/광범위,1.0,False,True,2.7
304780.KS,HANARO 200선물레버리지,지수/광범위,2.0,False,True,1.2
304940.KS,KODEX 미국나스닥100선물(H),AI/테크,1.0,False,True,2.8
305050.KS,ACE 코스피,지수/광범위,1.0,False,True,3.6
305080.KS,TIGER 미국채10년선물,채권/금리,1.0,False,True,14.4
305540.KS,TIGER 2차전지테마,2차전지,1.0,False,True,54.6
305720.KS,KODEX 2차전지산업,2차전지,1.0,False,True,270.9
306520.KS,HANARO 200선물인버스,지수/광범위,1.0,True,True,0.1
306530.KS,HANARO 코스닥150선물레버리지,지수/광범위,2.0,False,True,2.2
306950.KS,KODEX KRX300레버리지,지수/광범위,2.0,False,True,1.4
307510.KS,TIGER 의료기기,바이오/헬스,1.0,False,True,2.2
307520.KS,TIGER 지주회사,기타,1.0,False,True,48.9
308620.KS,KODEX 미국10년국채선물,채권/금리,1.0,False,True,2.9
309230.KS,ACE 미국WideMoat동일가중,기타,1.0,False,True,1.3
310080.KS,RISE 중국MSCI China(H),국가/신흥,1.0,False,True,0.2
310960.KS,TIGER 200TR,기타,1.0,False,True,54.6
310970.KS,TIGER MSCI Korea TR,지수/광범위,1.0,False,True,3.2
314250.KS,KODEX 미국빅테크10(H),AI/테크,1.0,False,True,42.8
314700.KS,HANARO 농업융복합산업,기타,1.0,False,True,0.1
315270.KS,TIGER 200커뮤니케이션서비스,기타,1.0,False,True,4.4
315930.KS,KODEX Top5PlusTR,기타,1.0,False,True,28.0
315960.KS,RISE 대형고배당10TR,기타,1.0,False,True,47.8
316300.KS,ACE 싱가포르리츠,부동산/리츠,1.0,False,True,0.1
316670.KS,KIWOOM 코스닥150,지수/광범위,1.0,False,True,4.7
319640.KS,TIGER 골드선물(H),귀금속,1.0,False,True,4.6
321410.KS,KODEX 멀티에셋하이인컴(H),기타,1.0,False,True,0.0
322400.KS,HANARO e커머스,기타,1.0,False,True,0.2
322410.KS,HANARO K고배당,기타,1.0,False,True,1.1
325010.KS,KODEX 성장주,기타,1.0,False,True,7.1
325020.KS,KODEX 배당가치,기타,1.0,False,True,4.6
326230.KS,RISE 내수주플러스,기타,1.0,False,True,0.0
326240.KS,RISE IT플러스,기타,1.0,False,True,3.9
328370.KS,PLUS 코스피TR,지수/광범위,1.0,False,True,0.8
329200.KS,TIGER 리츠부동산인프라,부동산/리츠,1.0,False,True,114.7
329650.KS,KODEX TRF3070,기타,1.0,False,True,4.7
329660.KS,KODEX TRF5050,기타,1.0,False,True,7.1
329670.KS,KODEX TRF7030,기타,1.0,False,True,2.7
329750.KS,TIGER 미국달러단기채권액티브,채권/금리,1.0,False,True,28.3
332500.KS,ACE 200TR,기타,1.0,False,True,38.5
332610.KS,PLUS 미국단기회사채(AAA~A),채권/금리,1.0,False,True,1.2
332620.KS,PLUS 미국장기우량회사채,채권/금리,1.0,False,True,0.8
332930.KS,HANARO 200TR,기타,1.0,False,True,2.0
332940.KS,HANARO MSCI Korea TR,지수/광범위,1.0,False,True,0.2
334690.KS,RISE 팔라듐선물(H),지수/광범위,1.0,False,True,0.4
334700.KS,RISE 팔라듐선물인버스(H),지수/광범위,1.0,True,True,0.0
336160.KS,RISE 금융채액티브,금융,1.0,False,True,0.0
337120.KS,KODEX 멀티팩터,기타,1.0,False,True,0.0
337140.KS,KODEX 코스피대형주,지수/광범위,1.0,False,True,15.2
337150.KS,KODEX 200exTOP,기타,1.0,False,True,0.2
337160.KS,KODEX 200ESG,기타,1.0,False,True,10.0
341850.KS,TIGER 리츠부동산인프라채권,부동산/리츠,1.0,False,True,2.5
352540.KS,KODEX 일본부동산리츠(H),부동산/리츠,1.0,False,True,0.9
352560.KS,KODEX 미국부동산리츠(H),부동산/리츠,1.0,False,True,4.5
354240.KS,RISE 미국고정배당우선증권,금융,1.0,False,True,0.6
354350.KS,HANARO 글로벌럭셔리S&P(합성),기타,1.0,False,True,0.1
354500.KS,ACE 코스닥150,지수/광범위,1.0,False,True,44.5
356540.KS,ACE 종합채권(AA-이상)액티브,채권/금리,1.0,False,True,0.5
357870.KS,TIGER CD금리투자KIS(합성),채권/금리,1.0,False,True,124.9
359210.KS,KODEX 코스피TR,지수/광범위,1.0,False,True,7.9
360140.KS,KODEX 200롱코스닥150숏선물,지수/광범위,1.0,False,True,12.6
360150.KS,KODEX 코스닥150롱코스피200숏선물,지수/광범위,1.0,False,True,6.7
360200.KS,ACE 미국S&P500,지수/광범위,1.0,False,True,115.2
360750.KS,TIGER 미국S&P500,지수/광범위,1.0,False,True,10894.9
361580.KS,RISE 200TR,기타,1.0,False,True,27.3
363510.KS,SOL KIS단기통안채,기타,1.0,False,True,0.3
363570.KS,KODEX 장기종합채권(AA-이상)액티브,채권/금리,1.0,False,True,0.7
363580.KS,KODEX 200IT TR,기타,1.0,False,True,75.8
364690.KS,KODEX 혁신기술테마액티브,기타,1.0,False,True,0.2
364960.KS,TIGER BBIG,기타,1.0,False,True,2.1
364970.KS,TIGER 바이오TOP10,바이오/헬스,1.0,False,True,81.1
364980.KS,TIGER 2차전지TOP10,2차전지,1.0,False,True,204.6
364990.KS,TIGER 게임TOP10,기타,1.0,False,True,5.6
365000.KS,TIGER 인터넷TOP10,AI/테크,1.0,False,True,10.2
365040.KS,TIGER AI코리아그로스액티브,기타,1.0,False,True,2.4
365780.KS,ACE 국고채10년,기타,1.0,False,True,3.4
367380.KS,ACE 미국나스닥100,AI/테크,1.0,False,True,390.7
367740.KS,HANARO Fn5G산업,기타,1.0,False,True,0.9
367760.KS,RISE 네트워크인프라,기타,1.0,False,True,166.5
367770.KS,RISE 수소경제테마,기타,1.0,False,True,8.1
368190.KS,HANARO Fn K-뉴딜디지털플러스,기타,1.0,False,True,0.1
368590.KS,RISE 미국나스닥100,AI/테크,1.0,False,True,145.1
368680.KS,KODEX K-뉴딜디지털플러스,기타,1.0,False,True,0.0
371150.KS,RISE 차이나항셍테크,AI/테크,1.0,False,True,0.1
371160.KS,TIGER 차이나항셍테크,AI/테크,1.0,False,True,22.7
371450.KS,TIGER 글로벌클라우드컴퓨팅INDXX,AI/테크,1.0,False,True,5.8
371460.KS,TIGER 차이나전기차SOLACTIVE,2차전지,1.0,False,True,12.5
371470.KS,TIGER 차이나바이오테크SOLACTIVE,바이오/헬스,1.0,False,True,2.0
371870.KS,ACE 차이나항셍테크,AI/테크,1.0,False,True,0.2
372330.KS,KODEX 차이나항셍테크,AI/테크,1.0,False,True,2.6
373490.KS,KODEX 코리아혁신성장액티브,기타,1.0,False,True,0.3
373790.KS,KIWOOM 미국방어배당성장나스닥,AI/테크,1.0,False,True,0.1
375270.KS,RISE 글로벌데이터센터리츠(합성),부동산/리츠,1.0,False,True,0.2
375760.KS,HANARO 탄소효율그린뉴딜,원자재/에너지,1.0,False,True,0.0
375770.KS,KODEX 탄소효율그린뉴딜,원자재/에너지,1.0,False,True,0.1
376410.KS,TIGER 탄소효율그린뉴딜,원자재/에너지,1.0,False,True,0.8
377990.KS,TIGER Fn신재생에너지,원자재/에너지,1.0,False,True,27.4
379780.KS,RISE 미국S&P500,지수/광범위,1.0,False,True,27.9
379790.KS,RISE 유로스탁스50(H),국가/신흥,1.0,False,True,4.2
379800.KS,KODEX 미국S&P500,지수/광범위,1.0,False,True,7374.9
379810.KS,KODEX 미국나스닥100,AI/테크,1.0,False,True,5985.4
380340.KS,ACE 코리아AI테크핵심산업,AI/테크,1.0,False,True,17.4
381170.KS,TIGER 미국테크TOP10 INDXX,AI/테크,1.0,False,True,201.1
381180.KS,TIGER 미국필라델피아반도체나스닥,반도체,1.0,False,True,690.4
381560.KS,HANARO Fn전기&수소차,기타,1.0,False,True,0.8
381570.KS,HANARO Fn친환경에너지,원자재/에너지,1.0,False,True,0.5
385510.KS,KODEX 신재생에너지액티브,원자재/에너지,1.0,False,True,43.2
385520.KS,KODEX 자율주행액티브,기타,1.0,False,True,1.5
385540.KS,RISE 종합채권(A-이상)액티브,채권/금리,1.0,False,True,3.3
385550.KS,RISE 단기채권알파액티브,채권/금리,1.0,False,True,1.0
385560.KS,RISE KIS국고채30년Enhanced,기타,1.0,False,True,15.8
385590.KS,ACE ESG액티브,기타,1.0,False,True,0.9
